MAG_id	dataset_id	sample_id	SGB_id	assigned_taxonomy_level	superkingdom	phylum	class	order	family	genus	species	genome_size	n_contigs	N50	completeness	contamination	GC_content	BUSCO_taxonomy
AlvarezOrdonezA_xxxx__F04-17__bin.4	AlvarezOrdonezA_xxxx	F04-17	SGB12105	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_paraversuta	4301328	633	9158	70.1754386	0	0.592045526	
AlvarezOrdonezA_xxxx__F04-18__bin.3	AlvarezOrdonezA_xxxx	F04-18	SGB7248	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_sakei	1632823	380	5198	89.85507246	0.923913043	0.416696115	
AlvarezOrdonezA_xxxx__F05-18__bin.1	AlvarezOrdonezA_xxxx	F05-18	SGB7196	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2049689	259	9805	90.18229167	0.381944444	0.465963373	
AlvarezOrdonezA_xxxx__F05-18__bin.4	AlvarezOrdonezA_xxxx	F05-18	SGB7249	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1781538	207	13107	70.8045977	0	0.421815869	
AlvarezOrdonezA_xxxx__F05-18__bin.6	AlvarezOrdonezA_xxxx	F05-18	SGB7231	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus_versmoldensis	2130838	228	13548	96.07329843	0.589005236	0.38697733	
AlvarezOrdonezA_xxxx__F05-18__bin.7	AlvarezOrdonezA_xxxx	F05-18	SGB7248	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_sakei	1385741	220	8954	68.96551724	0.574712644	0.412237207	
AlvarezOrdonezA_xxxx__F05-19__bin.1	AlvarezOrdonezA_xxxx	F05-19	SGB96978	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Dellaglioa	Dellaglioa_SGB96978	843785	82	21758	62.65270506	0.523560209	0.345391302	
AlvarezOrdonezA_xxxx__F05-19__bin.11	AlvarezOrdonezA_xxxx	F05-19	SGB7248	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_sakei	1356249	263	6388	79.74650204	1.902173913	0.412870351	
AlvarezOrdonezA_xxxx__F05-19__bin.13	AlvarezOrdonezA_xxxx	F05-19	SGB7196	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2270716	79	60771	90.9375	0	0.461389271	
AlvarezOrdonezA_xxxx__F05-19__bin.3	AlvarezOrdonezA_xxxx	F05-19	SGB7249	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1574769	228	10188	80.48589342	0	0.423202387	
AlvarezOrdonezA_xxxx__F05-19__bin.4	AlvarezOrdonezA_xxxx	F05-19	SGB7231	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus_versmoldensis	2364382	58	94854	99.47643979	0.589005236	0.383273092	
AlvarezOrdonezA_xxxx__F06-16__bin.2	AlvarezOrdonezA_xxxx	F06-16	SGB31329	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_harbinensis	2101761	431	5960	77.5862069	1.724137931	0.42500408	
AlvarezOrdonezA_xxxx__F06-16__bin.6	AlvarezOrdonezA_xxxx	F06-16	SGB7517	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Brochothrix	Brochothrix_thermosphacta	2238274	294	11096	94.75138122	1.675280699	0.367908487	
AlvarezOrdonezA_xxxx__F06-17__bin.11	AlvarezOrdonezA_xxxx	F06-17	SGB31329	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_harbinensis	2026774	546	4066	79.43610024	3.823993358	0.419575641	
AlvarezOrdonezA_xxxx__F06-17__bin.3	AlvarezOrdonezA_xxxx	F06-17	SGB7517	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Brochothrix	Brochothrix_thermosphacta	2216934	439	6253	91.02209945	3.49907919	0.367179176	
AlvarezOrdonezA_xxxx__F06-18__bin.1	AlvarezOrdonezA_xxxx	F06-18	SGB7249	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1507259	207	9858	58.67816092	0	0.422800594	
AlvarezOrdonezA_xxxx__F06-18__bin.4	AlvarezOrdonezA_xxxx	F06-18	SGB7248	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_sakei	1169195	281	5081	64.65517241	1.724137931	0.410370383	
AlvarezOrdonezA_xxxx__F06-19__bin.1	AlvarezOrdonezA_xxxx	F06-19	SGB7248	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_sakei	1641437	216	11427	87.0923913	1.992753623	0.41143035	
AlvarezOrdonezA_xxxx__F06-19__bin.2	AlvarezOrdonezA_xxxx	F06-19	SGB7249	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1945326	265	10432	88.93904862	5	0.416234605	
AlvarezOrdonezA_xxxx__F06-19__bin.3	AlvarezOrdonezA_xxxx	F06-19	SGB7201	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus_paraplantarum	2093017	459	5084	58.62068966	0	0.445461265	
AlvarezOrdonezA_xxxx__F06-31A__bin.2	AlvarezOrdonezA_xxxx	F06-31A	SGB31329	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_harbinensis	2006345	483	4610	74.13793103	1.724137931	0.421596984	
AlvarezOrdonezA_xxxx__F06-31A__bin.6	AlvarezOrdonezA_xxxx	F06-31A	SGB7517	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Brochothrix	Brochothrix_thermosphacta	2202920	339	8775	95.71404654	0.276243094	0.367013328	
AlvarezOrdonezA_xxxx__F06-31A__bin.7	AlvarezOrdonezA_xxxx	F06-31A	SGB10459	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter_immobilis	2036436	525	4305	69.91708135	1.978021978	0.43871941	
AlvarezOrdonezA_xxxx__F06-31B__bin.5	AlvarezOrdonezA_xxxx	F06-31B	SGB31329	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_harbinensis	2037396	506	4393	86.87062405	0.932060329	0.424360802	
AlvarezOrdonezA_xxxx__F07-18__bin.10	AlvarezOrdonezA_xxxx	F07-18	SGB7248	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_sakei	1821225	208	13302	97.55434783	2.29743083	0.411015663	
AlvarezOrdonezA_xxxx__F07-18__bin.11	AlvarezOrdonezA_xxxx	F07-18	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1651132	187	13463	96.1124974	1.819505095	0.396218473	
AlvarezOrdonezA_xxxx__F07-18__bin.4	AlvarezOrdonezA_xxxx	F07-18	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1195642	442	2795	52.19467872	1.006289308	0.365747439	
AlvarezOrdonezA_xxxx__F07-18__bin.6	AlvarezOrdonezA_xxxx	F07-18	SGB96919	Genus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_SGB96919	2714118	280	17416	95.16617791	2.12962963	0.333157954	
AlvarezOrdonezA_xxxx__F07-19__bin.6	AlvarezOrdonezA_xxxx	F07-19	SGB7248	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_sakei	1804528	174	17863	96.55797101	2.038043478	0.411548615	
AlvarezOrdonezA_xxxx__Q01-20__bin.3	AlvarezOrdonezA_xxxx	Q01-20	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2315440	354	10357	96.01050831	2.777777778	0.351353522	
AlvarezOrdonezA_xxxx__Q01-21__bin.1	AlvarezOrdonezA_xxxx	Q01-21	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2637195	342	16010	91.66058024	2.704402516	0.34637105	
AlvarezOrdonezA_xxxx__Q01-21__bin.2	AlvarezOrdonezA_xxxx	Q01-21	SGB7984	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_cremoris	1334829	415	3609	58.93416928	0	0.36396722	
AlvarezOrdonezA_xxxx__Q01-21__bin.3	AlvarezOrdonezA_xxxx	Q01-21	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1473028	167	13205	91.34331462	1.19047619	0.394291215	
AlvarezOrdonezA_xxxx__Q01-22__bin.12	AlvarezOrdonezA_xxxx	Q01-22	SGB88995	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_salicampi	3358166	488	9420	81.03448276	3.448275862	0.562265534	
AlvarezOrdonezA_xxxx__Q01-22__bin.14	AlvarezOrdonezA_xxxx	Q01-22	SGB99216	Genus	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter	Chromohalobacter_SGB99216	974986	292	3775	53.44827586	0	0.613226241	
AlvarezOrdonezA_xxxx__Q01-22__bin.16	AlvarezOrdonezA_xxxx	Q01-22	SGB99232	Genus	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	Salinisphaera	Salinisphaera_SGB99232	3169000	843	4342	74.04724395	1.657302886	0.660686021	
AlvarezOrdonezA_xxxx__Q01-22__bin.18	AlvarezOrdonezA_xxxx	Q01-22	SGB97795	Other	Bacteria	Bacteroidetes	CFGB57343	OFGB57343	FGB57343	GGB71406	GGB71406_SGB97795	1083366	396	2872	50.67092894	0.316856781	0.445202268	
AlvarezOrdonezA_xxxx__Q01-22__bin.2	AlvarezOrdonezA_xxxx	Q01-22	SGB99137	Family	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	GGB53187	GGB53187_SGB99137	2925604	580	6149	65.51724138	1.724137931	0.572503661	
AlvarezOrdonezA_xxxx__Q01-22__bin.22	AlvarezOrdonezA_xxxx	Q01-22	SGB7119	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_jogaejeotgali	1906904	110	32752	99.38650307	1.840490798	0.386922991	
AlvarezOrdonezA_xxxx__Q01-22__bin.24	AlvarezOrdonezA_xxxx	Q01-22	SGB99144	Genus	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter_SGB99144	3807777	415	15708	93.26867816	4.202586207	0.531871483	
AlvarezOrdonezA_xxxx__Q01-22__bin.3	AlvarezOrdonezA_xxxx	Q01-22	SGB99376	Genus	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Halospina	Halospina_SGB99376	2379658	536	5231	82.20862914	4.002088397	0.615298921	
AlvarezOrdonezA_xxxx__Q01-22__bin.5	AlvarezOrdonezA_xxxx	Q01-22	SGB7926	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus_halophilus	2213152	281	10640	98.94641782	0.87196468	0.356174361	
AlvarezOrdonezA_xxxx__Q01-22__bin.8	AlvarezOrdonezA_xxxx	Q01-22	SGB60414	Genus	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	Idiomarina_SGB60414	2148922	510	4879	79.00419539	3.868292202	0.471494545	
AlvarezOrdonezA_xxxx__Q01-22__bin.9	AlvarezOrdonezA_xxxx	Q01-22	SGB89032	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Aidingimonas	Aidingimonas_lacisalsi	3266441	573	8327	82.19488343	2.447318008	0.586354078	
AlvarezOrdonezA_xxxx__Q01-23__bin.1	AlvarezOrdonezA_xxxx	Q01-23	SGB7926	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus_halophilus	2553976	436	7971	96.25326109	2.141280353	0.354347496	
AlvarezOrdonezA_xxxx__Q01-23__bin.2	AlvarezOrdonezA_xxxx	Q01-23	SGB7843	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_equorum	1581254	352	5699	67.75477897	0	0.343205456	
AlvarezOrdonezA_xxxx__Q01-23__bin.3	AlvarezOrdonezA_xxxx	Q01-23	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1435748	136	16124	91.92082721	0.363901019	0.395331214	
AlvarezOrdonezA_xxxx__Q01-23__bin.5	AlvarezOrdonezA_xxxx	Q01-23	SGB16638	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_antiquum	2592342	727	4063	67.46539313	0.19379845	0.628952507	
AlvarezOrdonezA_xxxx__Q01-23__bin.8	AlvarezOrdonezA_xxxx	Q01-23	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1755333	475	4125	77.24747475	2.083333333	0.360549252	
AlvarezOrdonezA_xxxx__Q01-23X__bin.2	AlvarezOrdonezA_xxxx	Q01-23X	SGB7119	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_jogaejeotgali	1076131	300	3856	63.77592755	0.153374233	0.397734105	
AlvarezOrdonezA_xxxx__Q01-23X__bin.4	AlvarezOrdonezA_xxxx	Q01-23X	SGB11855	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter	Chromohalobacter_japonicus	1551940	425	3913	63.56473768	1.400862069	0.612070054	
AlvarezOrdonezA_xxxx__Q01-23X__bin.5	AlvarezOrdonezA_xxxx	Q01-23X	SGB7926	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus_halophilus	2431962	404	7498	93.9795304	3.112582781	0.353865727	
AlvarezOrdonezA_xxxx__Q01-23X__bin.6	AlvarezOrdonezA_xxxx	Q01-23X	SGB7843	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_equorum	2654031	563	6078	94.35185185	0.555555556	0.332144952	
AlvarezOrdonezA_xxxx__Q01-23X__bin.8	AlvarezOrdonezA_xxxx	Q01-23X	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1617589	167	16533	94.66778241	0.921189436	0.39065053	
AlvarezOrdonezA_xxxx__Q01-24__bin.2	AlvarezOrdonezA_xxxx	Q01-24	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2548872	99	69909	99.90566038	1.603773585	0.347930771	
AlvarezOrdonezA_xxxx__Q01-24__bin.3	AlvarezOrdonezA_xxxx	Q01-24	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1076883	265	4964	66.37931034	0	0.395382785	
AlvarezOrdonezA_xxxx__Q01-25__bin.2	AlvarezOrdonezA_xxxx	Q01-25	SGB7926	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus_halophilus	2498737	444	7282	94.55448525	4.08388521	0.35607589	
AlvarezOrdonezA_xxxx__Q01-25__bin.3	AlvarezOrdonezA_xxxx	Q01-25	SGB16638	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_antiquum	2148185	718	3182	58.49252492	1.744186047	0.629455564	
AlvarezOrdonezA_xxxx__Q01-25__bin.6	AlvarezOrdonezA_xxxx	Q01-25	SGB7843	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_equorum	1467602	427	3681	63.41726404	0	0.34761945	
AlvarezOrdonezA_xxxx__Q01-25__bin.7	AlvarezOrdonezA_xxxx	Q01-25	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1462434	176	11960	92.84951826	0.669108325	0.394620885	
AlvarezOrdonezA_xxxx__Q01-25__bin.8	AlvarezOrdonezA_xxxx	Q01-25	SGB11855	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter	Chromohalobacter_japonicus	1440923	430	3607	59.37055123	2.047413793	0.614954442	
AlvarezOrdonezA_xxxx__Q01-26__bin.1	AlvarezOrdonezA_xxxx	Q01-26	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2619212	90	102090	100	3.490566038	0.347625164	
AlvarezOrdonezA_xxxx__Q01-26__bin.2	AlvarezOrdonezA_xxxx	Q01-26	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1064651	257	4946	70.77849384	0.491266376	0.39556155	
AlvarezOrdonezA_xxxx__Q01-27__bin.2	AlvarezOrdonezA_xxxx	Q01-27	SGB7843	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_equorum	2702883	650	5289	90.76911589	1.388888889	0.334052195	
AlvarezOrdonezA_xxxx__Q01-27__bin.3	AlvarezOrdonezA_xxxx	Q01-27	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2265819	224	22015	96.06918239	1.918238994	0.348960795	
AlvarezOrdonezA_xxxx__Q01-27__bin.4	AlvarezOrdonezA_xxxx	Q01-27	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1359409	184	9839	85.73504652	0.509461426	0.394202922	
AlvarezOrdonezA_xxxx__Q01-27__bin.7	AlvarezOrdonezA_xxxx	Q01-27	SGB11855	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter	Chromohalobacter_japonicus	1977208	522	4176	71.98613252	2.486366024	0.615606451	
AlvarezOrdonezA_xxxx__Q01-28__bin.1	AlvarezOrdonezA_xxxx	Q01-28	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1043331	225	5428	68.80122005	0.509461426	0.395053919	
AlvarezOrdonezA_xxxx__Q01-28__bin.3	AlvarezOrdonezA_xxxx	Q01-28	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2476503	95	66717	99.52830189	0.943396226	0.349285666	
AlvarezOrdonezA_xxxx__Q01-29__bin.1	AlvarezOrdonezA_xxxx	Q01-29	SGB7117	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_hellenica	1622553	352	6211	63.15789474	1.754385965	0.366500817	
AlvarezOrdonezA_xxxx__Q01-29__bin.10	AlvarezOrdonezA_xxxx	Q01-29	SGB29577	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_hellenica	1620772	166	14844	89.04427159	4.9371896	0.366883806	
AlvarezOrdonezA_xxxx__Q01-29__bin.13	AlvarezOrdonezA_xxxx	Q01-29	SGB12430	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas_campestris	4185027	941	5415	82.11931361	2.569444444	0.654411549	
AlvarezOrdonezA_xxxx__Q01-29__bin.17	AlvarezOrdonezA_xxxx	Q01-29	SGB16749	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	2674951	582	5411	68.6335008	1.689602446	0.597469636	
AlvarezOrdonezA_xxxx__Q01-29__bin.3	AlvarezOrdonezA_xxxx	Q01-29	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1681413	191	13334	96.00713939	1.236793915	0.390249154	
AlvarezOrdonezA_xxxx__Q01-29__bin.4	AlvarezOrdonezA_xxxx	Q01-29	SGB16639	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_aurantiacum	4200629	151	52160	97.75193798	0.19379845	0.630707449	
AlvarezOrdonezA_xxxx__Q01-29__bin.6	AlvarezOrdonezA_xxxx	Q01-29	SGB98796	Genus	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_SGB98796	3800729	277	22276	93.28765227	0.775193798	0.623715082	
AlvarezOrdonezA_xxxx__Q01-29__bin.7	AlvarezOrdonezA_xxxx	Q01-29	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	989937	364	2824	50.8787062	1.289308176	0.363018051	
AlvarezOrdonezA_xxxx__Q01-29__bin.9	AlvarezOrdonezA_xxxx	Q01-29	SGB16653	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_alimentarium	3484896	739	5951	89.42495127	1.559454191	0.703069762	
AlvarezOrdonezA_xxxx__Q01-30__bin.1	AlvarezOrdonezA_xxxx	Q01-30	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1611296	241	9570	92.94748646	3.07496361	0.391653054	
AlvarezOrdonezA_xxxx__Q01-30__bin.11	AlvarezOrdonezA_xxxx	Q01-30	SGB73284	Other	Bacteria	Actinobacteria	CFGB22911	OFGB22911	FGB22911	GGB52421	GGB52421_SGB73284	3057905	451	9115	95.46868297	2.627627628	0.691425993	
AlvarezOrdonezA_xxxx__Q01-30__bin.12	AlvarezOrdonezA_xxxx	Q01-30	SGB12430	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas_campestris	4601511	682	9017	91.89034823	0.724637681	0.653916724	
AlvarezOrdonezA_xxxx__Q01-30__bin.16	AlvarezOrdonezA_xxxx	Q01-30	SGB7249	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1748139	177	14086	98.64130435	1.358695652	0.423351347	
AlvarezOrdonezA_xxxx__Q01-30__bin.4	AlvarezOrdonezA_xxxx	Q01-30	SGB7117	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_hellenica	1731383	268	9372	71.05263158	1.754385965	0.368448807	
AlvarezOrdonezA_xxxx__Q01-30__bin.6	AlvarezOrdonezA_xxxx	Q01-30	SGB17034	Species	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_variabile	2842536	460	8053	94.11733162	2.485521236	0.677843306	
AlvarezOrdonezA_xxxx__Q01-30__bin.7	AlvarezOrdonezA_xxxx	Q01-30	SGB7119	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_jogaejeotgali	1607675	327	6031	79.90797546	1.073619632	0.39203757	
AlvarezOrdonezA_xxxx__Q01-30__bin.9	AlvarezOrdonezA_xxxx	Q01-30	SGB29577	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_hellenica	1619453	144	17455	88.09896179	0.613496933	0.365522186	
AlvarezOrdonezA_xxxx__Q02-21__bin.1	AlvarezOrdonezA_xxxx	Q02-21	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1671192	61	57651	93.77729258	0.232896652	0.390606226	
AlvarezOrdonezA_xxxx__Q02-21__bin.5	AlvarezOrdonezA_xxxx	Q02-21	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1676763	495	3693	68.96551724	2.298850575	0.346789618	
AlvarezOrdonezA_xxxx__Q02-21__bin.6	AlvarezOrdonezA_xxxx	Q02-21	SGB7989	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_raffinolactis	1837665	168	15180	92.45283019	0.691823899	0.407151467	
AlvarezOrdonezA_xxxx__Q02-21__bin.7	AlvarezOrdonezA_xxxx	Q02-21	SGB7984	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_cremoris	2834663	324	16926	83.88714734	1.724137931	0.349420019	
AlvarezOrdonezA_xxxx__Q02-23__bin.14	AlvarezOrdonezA_xxxx	Q02-23	SGB7126	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_mesenteroides	1357155	267	6169	86.70949861	1.940035273	0.386519594	
AlvarezOrdonezA_xxxx__Q02-23__bin.15	AlvarezOrdonezA_xxxx	Q02-23	SGB7989	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_raffinolactis	2091322	67	49705	98.11320755	1.194968553	0.402215441	
AlvarezOrdonezA_xxxx__Q02-23__bin.2	AlvarezOrdonezA_xxxx	Q02-23	SGB10209	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia	Hafnia_alvei	2396967	473	5518	59.30277979	0.272573562	0.507171772	
AlvarezOrdonezA_xxxx__Q02-23__bin.25	AlvarezOrdonezA_xxxx	Q02-23	SGB8002	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1086141	210	5991	69.87179616	0.58224163	0.403690681	
AlvarezOrdonezA_xxxx__Q02-23__bin.3	AlvarezOrdonezA_xxxx	Q02-23	SGB7985	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1967571	172	18676	67.24137931	1.724137931	0.347638789	
